district,party,name,descriptor,year,office,state,cand_key,office_level,bio_in_office,bio_prior_candidacy
,DEM,Norfolk County,Register of Probate,2018,Governor,MA,county n,0,0,0
,DEM,Matt O'Malley,Boston City Councilor,2018,Governor,MA,omalley m,1,0,0
,DEM,Ayanna Pressley,Boston City Councilor (running for MA-7 ),2018,Governor,MA,pressley a,1,0,0
,REP,Larry Hogan,incumbent governor,2018,Governor,MD,hogan l,3,0,0
,REP,Barry Glassman,Harford County Executive,2018,Governor,MD,glassman b,1,0,0
,REP,Anne Arundel County,Councilman,2018,Governor,MD,county a,0,0,0
,DEM,Ben Jealous,"former president and CEO of the NAACP  Running mate: Susie Turnbull , former chair of the Maryland Democratic Party and former vice chair of the Democratic National Committee",2018,Governor,MD,jealous b,0,0,0
,DEM,Susie Turnbull,former chair of the Maryland Democratic Party and former vice chair of the Democratic National Committee,2018,Governor,MD,turnbull s,0,0,0
,DEM,Maya Rockeymoore Cummings,policy consultant and wife of U.S. Representative Elijah Cummings,2018,Governor,MD,cummings m,4,1,0
,DEM,Baltimore County Board of Education,and small businesswoman,2018,Governor,MD,education b,0,0,0
,DEM,John Delaney,"U.S. Representative (ran for President in 2020 ,)",2018,Governor,MD,delaney j,4,1,0
,DEM,Peter Franchot,State Comptroller,2018,Governor,MD,franchot p,3,0,0
,DEM,Brian Frosh,attorney general,2018,Governor,MD,frosh b,3,0,0
,DEM,Doug Gansler,former attorney general and candidate for governor in 2014,2018,Governor,MD,gansler d,3,0,1
,DEM,Ike Leggett,Montgomery County executive,2018,Governor,MD,leggett i,1,0,0
,DEM,Maggie McIntosh,state delegate,2018,Governor,MD,mcintosh m,2,0,0
,DEM,Heather Mizeur,former state delegate and candidate for governor in 2014,2018,Governor,MD,mizeur h,2,0,1
,DEM,Joseline Peña-Melnyk,state delegate and candidate for MD-04 in 2016,2018,Governor,MD,penamelnyk j,2,0,1
,DEM,Thomas Perez,"chair of the Democratic National Committee , former United States Secretary of Labor , and former Maryland Secretary of Labor",2018,Governor,MD,perez t,4,0,0
,DEM,Stephanie Rawlings-Blake,former mayor of Baltimore,2018,Governor,MD,rawlingsblake s,1,0,0
,DEM,David Trone,businessman and candidate for MD-08 in 2016 (running for MD-06),2018,Governor,MD,trone d,0,0,1
,DEM,Kenneth Ulman,former Howard County executive and nominee for lieutenant governor in 2014,2018,Governor,MD,ulman k,1,0,1
,DEM,Maryland Green Party,"Running mate: Annie Chambers, reverend and Baltimore City Resident Advisory Board member",2018,Governor,MD,party m,0,0,0
,DEM,Baltimore City,Resident Advisory Board member,2018,Governor,MD,city b,0,0,0
,DEM,2014,and nominee for the House of Delegates in 2010  Running mate: Christina Smith,2018,Governor,MD,,0,0,1
,REP,Mike Thibodeau,Maine Senate president,2018,Governor,ME,thibodeau m,2,0,0
,REP,Rick Bennett,"former chairman of the Maine Republican Party , former President of the Maine Senate , candidate for the U.S. Senate in 2012 and nominee for ME-02 in 1994",2018,Governor,ME,bennett r,2,0,1
,REP,Susan Collins,U.S. senator and nominee for governor in 1994,2018,Governor,ME,collins s,4,0,1
,REP,Bruce Poliquin,U.S. representative (ran for reelection),2018,Governor,ME,poliquin b,4,1,0
,REP,Peter Vigue,businessman,2018,Governor,ME,vigue p,0,0,0
,DEM,Janet Mills,Maine Attorney General,2018,Governor,ME,mills j,3,0,0
,DEM,James Boyle,former state senator,2018,Governor,ME,boyle j,2,0,0
,DEM,United States Coast Guard,Commander,2018,Governor,ME,guard u,0,0,0
,DEM,Sean Faircloth,former mayor of Bangor and former state senator,2018,Governor,ME,faircloth s,2,0,0
,DEM,Justin Alfond,former state senator and former President of the Maine Senate,2018,Governor,ME,alfond j,2,0,0
,DEM,Yellow Light Breen,CEO of the Maine Development Foundation,2018,Governor,ME,breen y,0,0,0
,DEM,Adam Goode,former state representative,2018,Governor,ME,goode a,2,1,0
,DEM,Troy Jackson,State Senate Minority Leader,2018,Governor,ME,jackson t,2,0,0
,DEM,Stephen King,author,2018,Governor,ME,king s,0,0,0
,DEM,Chellie Pingree,U.S. Representative,2018,Governor,ME,pingree c,4,1,0
,DEM,Hannah Pingree,former Speaker of the Maine House of Representatives,2018,Governor,ME,pingree h,2,1,0
,DEM,ME-02,),2018,Governor,ME,me,0,0,0
,IND,ME-02,in 2016,2018,Governor,ME,me,0,0,0
,IND,Betsy Marsano,activist,2018,Governor,ME,marsano b,0,0,0
,IND,^,(write-in candidate),2018,Governor,ME,,0,0,0
,IND,Terry Hayes,Maine State Treasurer,2018,Governor,ME,hayes t,3,0,0
,IND,John Jenkins,"former mayor of Lewiston, former mayor of Auburn and former Democratic state senator   ^ (write-in candidate)",2018,Governor,ME,jenkins j,2,0,0
,IND,Ethan Alcorn,businessman (did not qualify),2018,Governor,ME,alcorn e,0,0,0
,IND,Alan Caron,president and CEO of Envision Maine (endorsed Mills),2018,Governor,ME,caron a,0,0,0
,IND,Aaron D. Chadbourne,"writer and activist  (write-in candidate, endorsed Moody)",2018,Governor,ME,chadbourne a,0,0,0
,IND,Karmo Sanders,actress,2018,Governor,ME,sanders k,0,0,0
,IND,Eliot Cutler,attorney and candidate for governor in 2010 and 2014,2018,Governor,ME,cutler e,0,0,1
,IND,running for re-election,),2018,Governor,ME,reelection r,0,0,0
,IND,Peter Vigue,businessman,2018,Governor,ME,vigue p,0,0,0
,IND,Richard G. Woodbury,former state senator,2018,Governor,ME,woodbury r,2,0,0
,REP,Bill Schuette,Attorney General of Michigan,2018,Governor,MI,schuette b,3,0,0
,REP,David Agema,former Republican National Committeeman and former state representative (endorsed Patrick Colbeck),2018,Governor,MI,agema d,2,1,0
,REP,Jase Bolger,former Speaker of the Michigan House of Representatives,2018,Governor,MI,bolger j,2,1,0
,REP,Larry C. Inman,state representative,2018,Governor,MI,inman l,2,1,0
,REP,Ruth Johnson,Michigan Secretary of State and nominee for lieutenant governor in 2006 (running for state senate),2018,Governor,MI,johnson r,3,0,1
,REP,Arlan Meekhof,Majority Leader of the Michigan Senate,2018,Governor,MI,meekhof a,2,0,0
,REP,Candice Miller,Macomb County Public Works Commissioner and former U.S. representative (endorsed Bill Schuette),2018,Governor,MI,miller c,4,1,0
,DEM,Gretchen Whitmer,former Ingham County Prosecuting Attorney and former Minority Leader of the Michigan Senate,2018,Governor,MI,whitmer g,2,0,0
,DEM,John Austin,former president of the Michigan Board of Education,2018,Governor,MI,austin j,0,0,0
,DEM,Mark Bernstein,member of University of Michigan Board of Regents,2018,Governor,MI,bernstein m,0,0,0
,DEM,Mike Duggan,Mayor of Detroit,2018,Governor,MI,duggan m,1,0,0
,DEM,Geoffrey Fieger,attorney and nominee for governor in 1998,2018,Governor,MI,fieger g,0,0,1
,DEM,Mark Hackel,Macomb County Executive,2018,Governor,MI,hackel m,1,0,0
,DEM,Dan Kildee,U.S. representative,2018,Governor,MI,kildee d,4,1,0
,DEM,Andy Levin,energy consultant and son of Congressman Sander Levin  (running for Congress in MI-9),2018,Governor,MI,levin a,4,0,0
,DEM,Barbara McQuade,former United States Attorney for the Eastern District of Michigan,2018,Governor,MI,mcquade b,0,0,0
,DEM,Gary Peters,U.S. senator,2018,Governor,MI,peters g,4,0,0
,DEM,Bart Stupak,former U.S. representative,2018,Governor,MI,stupak b,4,1,0
,DEM,Jennifer Kurland,president of the Redford Union School Board,2018,Governor,MI,kurland j,1,0,0
,DEM,Tim Walz,"U.S. representative from Minnesota's 1st congressional district  Running mate: Peggy Flanagan , state representative",2018,Governor,MN,walz t,4,1,0
,DEM,Peggy Flanagan,state representative,2018,Governor,MN,flanagan p,2,1,0
,DEM,Chris Coleman,former mayor of Saint Paul,2018,Governor,MN,coleman c,1,0,0
,DEM,Tina Liebling,State Representative,2018,Governor,MN,liebling t,2,1,0
,DEM,Rebecca Otto,"Minnesota State Auditor  Running mate: Zarina Baber, IT professional",2018,Governor,MN,otto r,3,0,0
,DEM,Paul Thissen,"state representative , former House Minority Leader , and former Speaker of the House",2018,Governor,MN,thissen p,2,1,0
,DEM,Running mate: Zarina Baber,IT professional,2018,Governor,MN,baber r,0,0,0
,DEM,Tom Bakk,Minority Leader of the Minnesota Senate and candidate for governor in 2010,2018,Governor,MN,bakk t,2,0,1
,DEM,Mark Dayton,incumbent governor and former U.S. Senator,2018,Governor,MN,dayton m,4,0,0
,DEM,Debra Hilstrom,state representative and candidate for Secretary of State in 2014 ( ran for attorney general ),2018,Governor,MN,hilstrom d,2,1,1
,DEM,Amy Klobuchar,U.S. senator ( ran for re-election ),2018,Governor,MN,klobuchar a,4,0,0
,DEM,Rick Nolan,U.S. representative from Minnesota's 8th congressional district (ran for lieutenant governor),2018,Governor,MN,nolan r,4,1,0
,DEM,R. T. Rybak,"former vice chair of the Democratic National Committee , former mayor of Minneapolis and candidate for governor in 2010",2018,Governor,MN,rybak r,1,0,1
,DEM,Tina Smith,U.S. senator ( ran for U.S. Senate ),2018,Governor,MN,smith t,4,0,0
,REP,Jeff Johnson,"Hennepin County Commissioner , former state representative, and nominee for governor in 2014  Running mate: Donna Bergstrom, retired Marine Corps intelligence officer",2018,Governor,MN,johnson j,2,1,1
,REP,Running mate: Donna Bergstrom,retired Marine Corps intelligence officer,2018,Governor,MN,bergstrom r,0,0,0
,REP,Matt Dean,state representative,2018,Governor,MN,dean m,2,1,0
,REP,Keith Downey,former chairman of the Republican Party of Minnesota and former state representative,2018,Governor,MN,downey k,2,1,0
,REP,Ramsey County,Commissioner,2018,Governor,MN,county r,0,0,0
,REP,David Osmek,state senator,2018,Governor,MN,osmek d,2,0,0
,REP,Mary Giuliani Stephens,"mayor of Woodbury   Running mate: Jeff Backer , state representative",2018,Governor,MN,stephens m,2,1,0
,REP,Jeff Backer,state representative,2018,Governor,MN,backer j,2,1,0
,REP,Sarah Anderson,state representative,2018,Governor,MN,anderson s,2,1,0
,REP,Michele Bachmann,former U.S. representative and candidate for president in 2012,2018,Governor,MN,bachmann m,4,1,1
,REP,Michelle Benson,state senator and candidate for lieutenant governor in 2014,2018,Governor,MN,benson m,2,0,1
,REP,Kurt Daudt,Speaker of the Minnesota House of Representatives ( endorsed Pawlenty ),2018,Governor,MN,daudt k,2,1,0
,REP,Tom Emmer,U.S. representative and nominee for governor in 2010  ( running for re-election ),2018,Governor,MN,emmer t,4,1,1
,REP,Karin Housley,state senator ( ran for U.S. Senate ),2018,Governor,MN,housley k,2,0,0
,REP,Amy Koch,former Majority Leader of the Minnesota Senate,2018,Governor,MN,koch a,2,0,0
,REP,Mike Lindell,CEO of My Pillow,2018,Governor,MN,lindell m,0,0,0
,REP,Mike McFadden,businessman and nominee for the U.S. Senate in 2014,2018,Governor,MN,mcfadden m,0,0,1
,REP,Carla Nelson,state senator,2018,Governor,MN,nelson c,2,0,0
,REP,Erik Paulsen,U.S. representative from Minnesota's 3rd congressional district ( ran for re-election ),2018,Governor,MN,paulsen e,4,1,0
,REP,Julie Rosen,state senator (endorsed Pawlenty),2018,Governor,MN,rosen j,2,0,0
,REP,Rich Stanek,Hennepin County sheriff and former state representative (ran for re-election),2018,Governor,MN,stanek r,2,1,0
,IND,Chris Wright,"( Grassroots–Legalize Cannabis Party ), Grassroots Party nominee for governor in 1998 , 2010 and 2014",2018,Governor,MN,wright c,0,0,1
,REP,Krystal Gabel,"writer, candidate for Metropolitan Utilities District in 2016 and candidate for Omaha City Council in 2017",2018,Governor,NE,gabel k,0,0,1
,REP,Pete Ricketts,incumbent governor,2018,Governor,NE,ricketts p,3,0,0
,REP,Mike Foley,incumbent lieutenant governor,2018,Governor,NE,foley m,3,0,0
,REP,Mike Flood,former speaker of the Nebraska Legislature,2018,Governor,NE,flood m,0,0,0
,REP,Bob Krist,state senator (running as a Democrat),2018,Governor,NE,krist b,2,0,0
,DEM,"University of Nebraska, Omaha",instructor,2018,Governor,NE,omaha u,0,0,0
,DEM,Bob Krist,state senator,2018,Governor,NE,krist b,2,0,0
,DEM,Lynne Walz,state senator,2018,Governor,NE,walz l,2,0,0
,DEM,Vanessa Gayle Ward,activist,2018,Governor,NE,ward v,0,0,0
,DEM,Steve Lathrop,former state senator (running for the legislature ),2018,Governor,NE,lathrop s,2,0,0
,IND,Bob Krist,state senator (running as a Democrat),2018,Governor,NE,krist b,2,0,0
,REP,Chris Sununu,incumbent governor,2018,Governor,NH,sununu c,3,0,0
,DEM,Molly Kelly,former state senator,2018,Governor,NH,kelly m,2,0,0
,DEM,Steve Marchand,former mayor of Portsmouth and candidate for governor in 2016,2018,Governor,NH,marchand s,1,0,1
,DEM,Dan Feltes,state senator,2018,Governor,NH,feltes d,2,0,0
,DEM,Chris Pappas,Executive Councilor (running for NH-01 ),2018,Governor,NH,pappas c,0,0,0
,DEM,Colin Van Ostern,former executive councilor and nominee for governor in 2016 (running for Secretary of State ),2018,Governor,NH,ostern c,0,0,1
,DEM,Andru Volinsky,Executive Councilor,2018,Governor,NH,volinsky a,0,0,0
,DEM,Free State Project,and independent candidate for the U.S. Senate in 2016,2018,Governor,NH,project f,0,0,1
,DEM,Libertarian Party of New Hampshire,and independent candidate for governor in 2016,2018,Governor,NH,hampshire l,0,0,1
,REP,Steve Pearce,"U.S. Representative, candidate for the U.S. Senate in 2000 and nominee for the U.S. Senate in 2008",2018,Governor,NM,pearce s,4,1,1
,REP,Aubrey Dunn Jr.,New Mexico Commissioner of Public Lands and candidate for NM-02 in 2008,2018,Governor,NM,dunn a,3,0,1
,REP,John Sanchez,lieutenant governor and nominee for governor of New Mexico in 2002,2018,Governor,NM,sanchez j,3,0,1
,REP,Attorney General,"Gary King , former police detective and candidate for mayor of Albuquerque in 2017",2018,Governor,NM,general a,0,0,1
,REP,Kelly Zunie,former secretary of the New Mexico Indian Affairs Department,2018,Governor,NM,zunie k,0,0,0
,REP,Ted Barela,former state senator,2018,Governor,NM,barela t,2,0,0
,REP,Mark Moores,state senator,2018,Governor,NM,moores m,2,0,0
,REP,Cliff Pirtle,state senator,2018,Governor,NM,pirtle c,2,0,0
,DEM,Michelle Lujan Grisham,U.S. Representative,2018,Governor,NM,grisham m,4,1,0
,DEM,Hector Balderas,Attorney General ( running for re-election ),2018,Governor,NM,balderas h,3,0,0
,DEM,Javier Gonzales,former mayor of Santa Fe (running for lieutenant governor),2018,Governor,NM,gonzales j,1,0,0
,DEM,Martin Heinrich,U.S. Senator ( running for reelection ),2018,Governor,NM,heinrich m,4,0,0
,DEM,Tim Keller,mayor of Albuquerque and former State Auditor,2018,Governor,NM,keller t,3,0,0
,DEM,Ben Ray Luján,U.S. Representative,2018,Governor,NM,lujan b,4,1,0
,DEM,Tom Udall,U.S. Senator,2018,Governor,NM,udall t,4,0,0
,DEM,Alan Webber,mayor of Santa Fe and candidate for governor in 2014,2018,Governor,NM,webber a,1,0,1
,DEM,Doña Ana County,Commissioner,2018,Governor,NM,county d,0,0,0
,DEM,Rick Miera,former Majority Leader of the New Mexico House of Representatives,2018,Governor,NM,miera r,2,1,0
,DEM,Howie Morales,state senator and candidate for governor in 2014,2018,Governor,NM,morales h,2,0,1
,DEM,Jeff Carr,retired teacher and former New Mexico Public Education Commissioner,2018,Governor,NM,carr j,0,0,0
,DEM,David McTeigue,juvenile probation officer,2018,Governor,NM,mcteigue d,0,0,0
,DEM,Michael Padilla,state senator,2018,Governor,NM,padilla m,2,0,0
,DEM,Brian Colón,"former chairman of the Democratic Party of New Mexico , nominee for lieutenant governor in 2010 and candidate for mayor of Albuquerque in 2017 ( running for State Auditor )",2018,Governor,NM,colon b,0,0,1
,DEM,Bill O'Neill,state senator,2018,Governor,NM,oneill b,2,0,0
,DEM,Bob Walsh,retired mathematician,2018,Governor,NM,walsh b,0,0,0
,DEM,"Aubrey Dunn, Jr.","Commissioner of Public Lands   ( ran for the U.S. Senate, but dropped out )",2018,Governor,NM,dunn a,3,0,0
,DEM,Gary Johnson,former Republican governor and nominee for president in 2012 and 2016   ( running for the U.S. Senate ),2018,Governor,NM,johnson g,3,0,1
,REP,Adam Laxalt,Nevada Attorney General,2018,Governor,NV,laxalt a,3,0,0
,REP,Mark Amodei,U.S. representative (ran for re-election and won),2018,Governor,NV,amodei m,4,1,0
,REP,Joe Heck,former U.S. representative and nominee for U.S. Senate in 2016,2018,Governor,NV,heck j,4,1,1
,REP,Dean Heller,U.S. senator (endorsed Laxalt and ran for re-election and lost),2018,Governor,NV,heller d,4,0,0
,REP,Steve Hill,former executive director of the Nevada Governor's Office of Economic Development,2018,Governor,NV,hill s,3,0,0
,REP,Mark Hutchison,lieutenant governor (endorsed Laxalt),2018,Governor,NV,hutchison m,3,0,0
,REP,Ron Knecht,Nevada State Controller (ran for re-election and lost),2018,Governor,NV,knecht r,0,0,0
,REP,Brian Krolicki,former lieutenant governor,2018,Governor,NV,krolicki b,3,0,0
,DEM,Steve Sisolak,chair of the Clark County Commission,2018,Governor,NV,sisolak s,0,0,0
,DEM,Aaron Ford,Majority Leader of the Nevada Senate (ran for attorney general and won),2018,Governor,NV,ford a,2,0,0
,DEM,Vince Juaristi,consultant and former gubernatorial aide,2018,Governor,NV,juaristi v,0,0,0
,DEM,Tick Segerblom,state senator (ran for Clark County Commission and won),2018,Governor,NV,segerblom t,2,0,0
,DEM,Dina Titus,U.S. representative for Nevada's 1st congressional district and nominee for governor in 2006 (endorsed Sisolak and ran for re-election and won),2018,Governor,NV,titus d,4,1,1
,IND,Ryan Bundy,rancher,2018,Governor,NV,bundy r,0,0,0
,DEM,Andrew Cuomo,governor of New York,2018,Governor,NY,cuomo a,3,0,0
,DEM,Randy Credico,perennial candidate (endorsed Nixon),2018,Governor,NY,credico r,0,0,0
,DEM,Terry Gipson,former state senator,2018,Governor,NY,gipson t,2,0,0
,DEM,Preet Bharara,former United States Attorney for the Southern District of New York,2018,Governor,NY,bharara p,0,0,0
,DEM,Byron Brown,mayor of Buffalo and chairman of the New York State Democratic Party,2018,Governor,NY,brown b,1,0,0
,DEM,Hillary Clinton,67th US Secretary of State ; former U.S. senator from NY; former First Lady of the United States ; 2008 Democratic presidential candidate ; Democratic nominee for president in 2016 (endorsed Cuomo),2018,Governor,NY,clinton h,4,0,1
,DEM,Thomas DiNapoli,Comptroller of New York (ran for reelection),2018,Governor,NY,dinapoli t,0,0,0
,DEM,Kirsten Gillibrand,incumbent U.S. senator from New York ( ran for reelection ; endorsed Cuomo),2018,Governor,NY,gillibrand k,4,0,0
,DEM,Stephanie Miner,"former mayor of Syracuse   (declined to seek Democratic Party nomination, ran for governor on the Serve America Movement ticket)",2018,Governor,NY,miner s,1,0,0
,DEM,Eric Schneiderman,"Attorney General of New York (resigned from public office May 7, 2018, following accusations of domestic violence )",2018,Governor,NY,schneiderman e,3,0,0
,DEM,Zephyr Teachout,"law professor at Fordham University , candidate for governor in 2014 and nominee for NY-19 in 2016 (endorsed Nixon; ran for attorney general)",2018,Governor,NY,teachout z,0,0,1
,DEM,Jumaane Williams,member of the NYC Council  (endorsed Nixon; ran for lieutenant governor),2018,Governor,NY,williams j,0,0,0
,DEM,Kathy Hochul,incumbent lieutenant governor of New York,2018,Governor,NY,hochul k,3,0,0
,REP,Marc Molinaro,"Dutchess County Executive and former member of the New York State Assembly  Running mate: Julie Killian, former Rye city councilwoman and state senate nominee",2018,Governor,NY,molinaro m,2,0,0
,REP,Rye,city councilwoman and state senate nominee,2018,Governor,NY,rye,2,0,0
,REP,John A. DeFrancisco,Deputy Majority Leader of the New York State Senate,2018,Governor,NY,defrancisco j,2,0,0
,REP,Joel Giambra,former Erie County Executive,2018,Governor,NY,giambra j,1,0,0
,REP,Joe Holland,former commissioner of the New York Department of Housing and Community Renewal ( ran for Attorney General instead ),2018,Governor,NY,holland j,3,0,0
,REP,Brian Kolb,Minority Leader of the New York State Assembly,2018,Governor,NY,kolb b,2,0,0
,REP,Rob Astorino,former Westchester County Executive and Republican nominee for governor in 2014,2018,Governor,NY,astorino r,1,0,1
,REP,George Pataki,; Republican nominee for attorney general in 2014,2018,Governor,NY,pataki g,0,0,1
,REP,John J. Flanagan,Majority Leader of the New York State Senate,2018,Governor,NY,flanagan j,2,0,0
,REP,Chris Gibson,former U.S. representative,2018,Governor,NY,gibson c,4,1,0
,REP,Carl Paladino,former member of the Buffalo Public Schools Board of Education and nominee for governor in 2010,2018,Governor,NY,paladino c,0,0,1
,REP,Donald Trump Jr.,businessman and son of U.S. president Donald Trump,2018,Governor,NY,trump d,0,0,0
,REP,Harry Wilson,businessman and nominee for State Comptroller in 2010,2018,Governor,NY,wilson h,0,0,1
,IND,Independence Party of New York,": On December 23, 2017, the party endorsed incumbent governor Andrew Cuomo for the third consecutive election cycle.  Nominee: Andrew Cuomo",2018,Governor,NY,york i,3,0,0
,IND,Women's Equality Party,": The party endorsed Cuomo for re-election, as the party remained allied with the Cuomo campaign.  Nominee: Andrew Cuomo",2018,Governor,NY,party w,0,0,0
,IND,Howie Hawkins,"party co-founder and perennial candidate  Running mate: Jia Lee, United Federation of Teachers chapter leader and public school teacher",2018,Governor,NY,hawkins h,0,0,0
,IND,United Federation of Teachers,chapter leader and public school teacher,2018,Governor,NY,teachers u,0,0,0
,IND,Larry Sharpe,"business consultant and runner-up in the 2016 Libertarian Party vice presidential primary   Running mate: Andrew Hollister, candidate for Rochester City Council in 2017",2018,Governor,NY,sharpe l,0,0,1
,IND,Rochester,City Council in 2017,2018,Governor,NY,rochester,1,0,0
,IND,Stephanie Miner,"former state Democratic Party chairwoman and former mayor of Syracuse Running mate: Michael Volpe, mayor of Pelham",2018,Governor,NY,miner s,1,0,0
,REP,Mike DeWine,"Ohio attorney general , former U.S. senator , former lieutenant governor of Ohio , and  former U.S. representative   Running mate: Jon Husted , Ohio Secretary of State and former speaker of the Ohio House of Representatives",2018,Governor,OH,dewine m,4,1,0
,REP,Jon Husted,Ohio Secretary of State and former speaker of the Ohio House of Representatives,2018,Governor,OH,husted j,3,1,0
,REP,Jim Renacci,"U.S. representative from Ohio's 16th congressional district ( ran for U.S. Senate )  Running mate: Amy Murray, Cincinnati councilwoman",2018,Governor,OH,renacci j,4,1,0
,REP,Running mate: Amy Murray,Cincinnati councilwoman,2018,Governor,OH,murray r,0,0,0
,DEM,Richard Cordray,"former director of the Consumer Financial Protection Bureau , former Ohio attorney general , former Ohio state treasurer , nominee for OH-15 in 1992 , nominee for attorney general in 1998 and 2010 , and candidate for U.S. Senate in 2000   Running mate: Betty Sutton , former U.S. representative",2018,Governor,OH,cordray r,4,1,1
,DEM,Betty Sutton,former U.S. representative,2018,Governor,OH,sutton b,4,1,0
,DEM,Connie Pillich,"former state representative and nominee for Ohio state treasurer in 2014 (endorsed Cordray)    Running mate: Scott Schertzer, mayor of Marion, Ohio",2018,Governor,OH,pillich c,2,1,1
,DEM,Nan Whaley,mayor of Dayton (endorsed Cordray),2018,Governor,OH,whaley n,1,0,0
,DEM,Travis Irvine,filmmaker and writer  Running mate: Todd Grayson,2018,Governor,OH,irvine t,0,0,0
,DEM,Bruce Jaynes,entrepreneur,2018,Governor,OH,jaynes b,0,0,0
,DEM,Stephen Quinn,student,2018,Governor,OH,quinn s,0,0,0
,DEM,State House,in 2016  Running mate: Brett R. Joseph,2018,Governor,OH,house s,0,0,0
,REP,Kevin Stitt,businessman,2018,Governor,OK,stitt k,0,0,0
,DEM,Drew Edmondson,former attorney general of Oklahoma and candidate for governor of Oklahoma in 2010,2018,Governor,OK,edmondson d,3,0,1
,DEM,Scott Inman,state representative,2018,Governor,OK,inman s,2,1,0
,DEM,Norman Jay Brown,auto mechanic,2018,Governor,OK,brown n,0,0,0
,DEM,Dan Boren,former U.S. representative,2018,Governor,OK,boren d,4,1,0
,DEM,Joe Dorman,former state representative and nominee for governor in 2014,2018,Governor,OK,dorman j,2,1,1
,DEM,Oklahoma Libertarian Party,and candidate for Oklahoma County Clerk in 2016,2018,Governor,OK,party o,0,0,1
,DEM,Kate Brown,incumbent governor,2018,Governor,OR,brown k,3,0,0
,REP,Knute Buehler,"orthopedic surgeon, state representative and nominee for secretary of state in 2012",2018,Governor,OR,buehler k,2,1,1
,REP,2014,and 2016,2018,Governor,OR,,0,0,0
,REP,Jeff Smith,small business owner,2018,Governor,OR,smith j,0,0,0
,REP,Blue Angels,commanding officer,2018,Governor,OR,angels b,0,0,0
,REP,Lori Chavez-DeRemer,Mayor of Happy Valley and nominee for the state house in 2016,2018,Governor,OR,chavezderemer l,1,0,1
,REP,Cedric Ross Hayden,state representative,2018,Governor,OR,hayden c,2,1,0
,REP,Mike McLane,House Minority Leader,2018,Governor,OR,mclane m,0,0,0
,REP,Bud Pierce,physician and nominee for governor in 2016,2018,Governor,OR,pierce b,0,0,1
,REP,Bill Post,state representative,2018,Governor,OR,post b,2,1,0
,REP,Dennis Richardson,"Oregon Secretary of State , former state representative and nominee for governor in 2014",2018,Governor,OR,richardson d,3,1,1
,DEM,Tom Wolf,incumbent governor,2018,Governor,PA,wolf t,3,0,0
,DEM,John Fetterman,mayor of Braddock and candidate for the U.S. Senate in 2016,2018,Governor,PA,fetterman j,1,0,1
,DEM,PA-16,in 2012 (endorsed Kathi Cozzone),2018,Governor,PA,pa,0,0,0
,DEM,Madeleine Dean,state representative (running for PA-04 ),2018,Governor,PA,dean m,2,1,0
,DEM,Lancaster County,commissioner (endorsed Kathi Cozzone),2018,Governor,PA,county l,0,0,0
,REP,Scott Wagner,state senator,2018,Governor,PA,wagner s,2,0,0
,REP,Mike Turzai,speaker of the Pennsylvania House of Representatives and nominee for PA-04 in 1998,2018,Governor,PA,turzai m,2,1,1
,REP,ran for U.S. Senate,),2018,Governor,PA,senate r,0,0,0
,REP,Lou Barletta,U.S. representative ( ran for U.S. Senate ),2018,Governor,PA,barletta l,4,1,0
,REP,Jake Corman,majority leader of the Pennsylvania State Senate,2018,Governor,PA,corman j,2,0,0
,REP,Mike Kelly,U.S. representative,2018,Governor,PA,kelly m,4,1,0
,REP,Dave Reed,majority leader of the Pennsylvania House of Representatives,2018,Governor,PA,reed d,2,1,0
,REP,Jeff Bartos,businessman (running with Scott Wagner),2018,Governor,PA,bartos j,0,0,0
,REP,Gordon Denlinger,former state representative,2018,Governor,PA,denlinger g,2,1,0
,REP,Otto Voit,candidate for state treasurer in 2016,2018,Governor,PA,voit o,0,0,1
,REP,Dave Argall,state senator and nominee for PA-17 in 2010,2018,Governor,PA,argall d,2,0,1
,REP,The Apprentice,contestant,2018,Governor,PA,apprentice t,0,0,0
,REP,Dan Meuser,former Pennsylvania secretary of revenue and candidate for PA-10 in 2008 ( running for PA-09 ),2018,Governor,PA,meuser d,0,0,1
,REP,Justin Simmons,state representative ( running for PA-15 ),2018,Governor,PA,simmons j,2,1,0
,REP,Paul Glover,community organizer,2018,Governor,PA,glover p,0,0,0
,REP,1998,"2002 , and 2014",2018,Governor,PA,,0,0,0
,REP,Kathleen Smith,entrepreneur (running with Ken Krawchuk),2018,Governor,PA,smith k,0,0,0
,DEM,Gina Raimondo,incumbent governor,2018,Governor,RI,raimondo g,3,0,0
,DEM,Paul Roselli,president of the Burrillville Land Trust (running for State Senate Dist. 23) (endorsed Matt Brown),2018,Governor,RI,roselli p,0,0,0
,DEM,Lincoln Chafee,former governor and candidate for president of the United States in 2016,2018,Governor,RI,chafee l,3,0,1
,DEM,James Langevin,U.S. representative,2018,Governor,RI,langevin j,4,1,0
,DEM,Daniel McKee,lieutenant governor (running for reelection),2018,Governor,RI,mckee d,3,0,0
,DEM,Angel Taveras,former mayor of Providence and candidate for governor in 2014,2018,Governor,RI,taveras a,1,0,1
,REP,Allan Fung,mayor of Cranston and nominee for governor in 2014,2018,Governor,RI,fung a,1,0,1
,REP,Robert Flanders,former associate justice of the Rhode Island Supreme Court ( running for U.S. Senate ),2018,Governor,RI,flanders r,0,0,0
,REP,Robert Nardolillo,state representative ( running for U.S. Senate ),2018,Governor,RI,nardolillo r,2,1,0
